;meta[language=cleartext]
; id      |key(hex)|key(str)| text
2118587162|dad17b3e||视频选项菜单管理
2118587163|963aad25||模组类别管理
2118587164|4fb03151||隐藏 DLC 扩展标志
2118587165|fd57c469||显示/隐藏提示
2118587166|0594b149||向上移动 1 项
2118587167|f3a43462||向下移动 1 项
2118587168|d13ccedb||向上移动 5 项
2118587169|75bb3574||向下移动 5 项
2118587170|701e9af1||变更排序顺序
2118587171|df70466d||变更每页的条目数量
2118587172|fbefc7f6||启用/禁用菜单
2118587173|1dfb2944||重置排序顺序
2118587174|49235046||关闭弹出菜单
2118587175|08231d41||显示菜单列表
2118587176|25fdee3f||显示模组菜单列表
2118587177|e1663854||显示添加的菜单列表
2118587178|6cb74a11||上/下移动项目
2118587179|d48da423||上/下移动 5 个项目
2118587180|f9ad1386||页面
2118587181|3bcd04dd||菜单
2118587182|025098db||在选项菜单外
2118587183|83e79080||在选项菜单内
2118587184|2aad7c19||在控制菜单外
2118587185|dbf57914||在控制菜单内
2118587186|2aa7907d||在内容菜单外
2118587187|dbef8d78||在内容菜单内
2118587188|3c69d7f7||选项菜单必须放在第一页。 <br>如果其放在第二页或之后的页面，将自动移动到第一页。
2118587189|5e9500f3||选项菜单已移动到第一页。
2118587190|9e59ef5a||左侧的数字表示该类别下的模组菜单数量。
2118587191|a2e48201||数据未加载。<br>打开 <<menu>> 一次即可加载数据。
2118587192|1810431f||没有存档数据。
2118587193|1807db4b||没有更改。
2118587194|af951019||仅隐藏文本
2118587195|7a5f14c8||隐藏全部
2118587196|3270472e||格式
2118587197|52096b36||要启用伽玛设置，你需要前往 <font color='#7a3202'>图像设置</font> 并设置 <font color='#0055ff'>[显示模式]</font> 为 <font color='#0055ff'><u>全屏幕</u></font> 并将 <font color='#c45902'>[锁定系统伽玛]</font> 设置为 <font color='#c45902'><u>关闭</u></font>.
2118587198|91b5a666||菜单顺序
2118587199|e1cacf03||禁用菜单
2118587200|8c5110e9||要应用此设置, <<option>> 必须设置为 <<value>>.
2118587201|0942dcb5||显示未使用的类别
2118587202|a3f467d0||隐藏未使用的类别
2118587203|50ee0172||可以在 <<modCategory>> 菜单中执行此操作。
2118587204|f757af36||<u>模组菜单排序</u> 必须设置为“手动”。
2118587205|20535af1||模组菜单排序
2118587206|d0878966||自动（按字母顺序）
2118587207|7a191568||手动
2118587208|c426f02d||模组菜单管理
2118587209|394713f3||下列模组菜单已被移动至 <<modCategory>>:
2118587210|c2e64743||选择多个
2118587211|d379e912||将模组菜单移动到其他类别
2118587212|d2b1903e||决定类别
2118587213|5cf18d53||决定
2118587214|094b3e54||当前选择的模组菜单
2118587215|f9ae8bf4||显示
2118587216|f9a98e39||隐藏
2118587217|9bd12dd2||未使用的类别
2118587218|443718bf||已集成的类别
2118587219|039d5a87||移动到类别顶部
2118587220|9ad3c486||移动到顶部/
2118587221|9fdf59bb||未选择任何项目。
2118587222|183ad89e||无法选择相同的类别。
2118587223|1592a3b7||来自 <<modCategory>> 的菜单:
2118587224|638ff435||-----模组菜单中的一般设置-----
2118587225|326d6ba5||文件夹
2118587226|d2e1e2ff||从 IMM_Settings.ws 导入设置
2118587227|d9989793||模组菜单的分类与排序将会做如下修改。<br><br>此处未列出的模组菜单设置将不会被更改。
2118587228|14b1c826||已应用:
2118587229|9665880e||菜单管理
2118587230|d6d4ef8a||其他选项
2118587231|1f84cfbb||从 XML 导入设置
2118587232|923a179e||当 <u><<l option_/TmrckIMM_MenuCategorization l>></u> 关闭时
2118587233|0324c572||错误:<br>选项组 "<<optionGroup>>" 条目不足。你需要编辑 XML 来添加更多条目。
2118587234|cd66c30b||删除已卸载模组的分类与排序设置
2118587235|0e48d390||没有要删除的已保存设置。
2118587236|c9dac50c||不要在模组菜单中显示菜单管理器的菜单
2118587237|3e5bf898||模组版本
2118587238|a865d207||已卸载模组的 ID 已在模组菜单的分类与排序设置中列出。<br><br>如果菜单管理器运行速度异常缓慢，或显示“条目不足”的错误信息，请在此菜单中选择“确定”删除这些 ID，这可能有助于改善问题。
2118587239|7cc660cd||隐藏游戏版本
2118587240|29a1ce0f||隐藏用户名
2118587241|9d3faf1b||不显示登录通知
2118587242|85b03d80||无法获取用户名。
2118587243|2f32b451||错误:<br>菜单管理器选项菜单的 XML 文件未正确安装。
2118587244|84716170||菜单标签
2118587245|dec37dc9||新建
2118587246|f9ae7274||保存
2118587247|f9ab75dd||加载
2118587248|dec35904||DLC
2118587249|afec7fa6||所有选定的存档数据将被删除。<br><br>你确定吗？
2118587250|52f4cc45||批量选择（长按取消选择）
2118587251|645cf497||已选择的存档数量
2118587252|3c34492d||全部
2118587253|6ad7a5b4||DLC 选项管理
2118587254|c984e1f0||删除已卸载 DLC 的排序设置
2118587255|be371782||已卸载 DLC 的 ID 已在 DLC 选项的排序设置中列出。<br><br>如果菜单管理器运行速度异常缓慢，或显示“条目不足”的错误信息，请在此菜单中选择“确定”删除这些 ID，这可能有助于改善问题。
2118587256|aa4ea295||你需要返回主菜单。
2118587257|3a27039c||在模组菜单的 XML 文件中，没有任何已定义类别的文件。
2118587258|d695f9f4||IMM_Settings.ws 中的列表中没有任何内容。
2118587259|12d3af20||按下屏幕右下角显示的按钮即可进入菜单管理器的菜单。
2118587260|2c841584||错误: <br> 菜单管理器的按键绑定未正确添加到 input.settings 文件中。
